"Town/County","FIPS","Year","Town Profile Year","Measure Type","Variable","Value"
"Derby","0900919550",2018,2020,"Number","Total Housing Units",5627
"Derby","0900919550",2018,2020,"Number","Housing Units Built Before 1950",1796
"Derby","0900919550",2018,2020,"Percent","Housing Units Built Before 1950",31.9
"Durham","0900720810",2013,2015,"Number","Total Housing Units",2674
"Durham","0900720810",2013,2015,"Number","Housing Units Built Before 1950",482
"Durham","0900720810",2013,2015,"Percent","Housing Units Built Before 1950",18
"Durham","0900720810",2014,2016,"Number","Total Housing Units",2685
"Durham","0900720810",2014,2016,"Number","Housing Units Built Before 1950",618
"Durham","0900720810",2014,2016,"Percent","Housing Units Built Before 1950",23
"Durham","0900720810",2015,2017,"Number","Total Housing Units",2692
"Durham","0900720810",2015,2017,"Number","Housing Units Built Before 1950",643
"Durham","0900720810",2015,2017,"Percent","Housing Units Built Before 1950",23.9
"Durham","0900720810",2016,2018,"Number","Total Housing Units",2837
"Durham","0900720810",2016,2018,"Number","Housing Units Built Before 1950",618
"Durham","0900720810",2016,2018,"Percent","Housing Units Built Before 1950",21.8
"Durham","0900720810",2017,2019,"Number","Total Housing Units",2838
"Durham","0900720810",2017,2019,"Number","Housing Units Built Before 1950",610
"Durham","0900720810",2017,2019,"Percent","Housing Units Built Before 1950",21.5
"Durham","0900720810",2018,2020,"Number","Total Housing Units",2794
"Durham","0900720810",2018,2020,"Number","Housing Units Built Before 1950",517
"Durham","0900720810",2018,2020,"Percent","Housing Units Built Before 1950",18.5
"East Granby","0900322070",2013,2015,"Number","Total Housing Units",2187
"East Granby","0900322070",2013,2015,"Number","Housing Units Built Before 1950",263
"East Granby","0900322070",2013,2015,"Percent","Housing Units Built Before 1950",12
"East Granby","0900322070",2014,2016,"Number","Total Housing Units",2179
"East Granby","0900322070",2014,2016,"Number","Housing Units Built Before 1950",211
"East Granby","0900322070",2014,2016,"Percent","Housing Units Built Before 1950",9.7
"East Granby","0900322070",2015,2017,"Number","Total Housing Units",2198
"East Granby","0900322070",2015,2017,"Number","Housing Units Built Before 1950",194
"East Granby","0900322070",2015,2017,"Percent","Housing Units Built Before 1950",8.8
"East Granby","0900322070",2016,2018,"Number","Total Housing Units",2146
"East Granby","0900322070",2016,2018,"Number","Housing Units Built Before 1950",180
"East Granby","0900322070",2016,2018,"Percent","Housing Units Built Before 1950",8.4
"East Granby","0900322070",2017,2019,"Number","Total Housing Units",2129
"East Granby","0900322070",2017,2019,"Number","Housing Units Built Before 1950",112
"East Granby","0900322070",2017,2019,"Percent","Housing Units Built Before 1950",5.3
"East Granby","0900322070",2018,2020,"Number","Total Housing Units",2247
"East Granby","0900322070",2018,2020,"Number","Housing Units Built Before 1950",96
"East Granby","0900322070",2018,2020,"Percent","Housing Units Built Before 1950",4.3
"East Haddam","0900722280",2013,2015,"Number","Total Housing Units",4633
"East Haddam","0900722280",2013,2015,"Number","Housing Units Built Before 1950",974
"East Haddam","0900722280",2013,2015,"Percent","Housing Units Built Before 1950",21
"East Haddam","0900722280",2014,2016,"Number","Total Housing Units",4540
"East Haddam","0900722280",2014,2016,"Number","Housing Units Built Before 1950",939
"East Haddam","0900722280",2014,2016,"Percent","Housing Units Built Before 1950",20.7
"East Haddam","0900722280",2015,2017,"Number","Total Housing Units",4538
"East Haddam","0900722280",2015,2017,"Number","Housing Units Built Before 1950",971
"East Haddam","0900722280",2015,2017,"Percent","Housing Units Built Before 1950",21.4
"East Haddam","0900722280",2016,2018,"Number","Total Housing Units",4533
"East Haddam","0900722280",2016,2018,"Number","Housing Units Built Before 1950",993
"East Haddam","0900722280",2016,2018,"Percent","Housing Units Built Before 1950",21.9
"East Haddam","0900722280",2017,2019,"Number","Total Housing Units",4572
"East Haddam","0900722280",2017,2019,"Number","Housing Units Built Before 1950",1042
"East Haddam","0900722280",2017,2019,"Percent","Housing Units Built Before 1950",22.8
"East Haddam","0900722280",2018,2020,"Number","Total Housing Units",4610
"East Haddam","0900722280",2018,2020,"Number","Housing Units Built Before 1950",1010
"East Haddam","0900722280",2018,2020,"Percent","Housing Units Built Before 1950",21.9
"East Hampton","0900722490",2013,2015,"Number","Total Housing Units",5457
"East Hampton","0900722490",2013,2015,"Number","Housing Units Built Before 1950",1216
"East Hampton","0900722490",2013,2015,"Percent","Housing Units Built Before 1950",22.3
"East Hampton","0900722490",2014,2016,"Number","Total Housing Units",5547
"East Hampton","0900722490",2014,2016,"Number","Housing Units Built Before 1950",1279
"East Hampton","0900722490",2014,2016,"Percent","Housing Units Built Before 1950",23.1
"East Hampton","0900722490",2015,2017,"Number","Total Housing Units",5570
"East Hampton","0900722490",2015,2017,"Number","Housing Units Built Before 1950",1471
"East Hampton","0900722490",2015,2017,"Percent","Housing Units Built Before 1950",26.4
"East Hampton","0900722490",2016,2018,"Number","Total Housing Units",5469
"East Hampton","0900722490",2016,2018,"Number","Housing Units Built Before 1950",1551
"East Hampton","0900722490",2016,2018,"Percent","Housing Units Built Before 1950",28.4
"East Hampton","0900722490",2017,2019,"Number","Total Housing Units",5541
"East Hampton","0900722490",2017,2019,"Number","Housing Units Built Before 1950",1377
"East Hampton","0900722490",2017,2019,"Percent","Housing Units Built Before 1950",24.9
"East Hampton","0900722490",2018,2020,"Number","Total Housing Units",5580
"East Hampton","0900722490",2018,2020,"Number","Housing Units Built Before 1950",1408
"East Hampton","0900722490",2018,2020,"Percent","Housing Units Built Before 1950",25.2
"East Hartford","0900322630",2013,2015,"Number","Total Housing Units",21704
"East Hartford","0900322630",2013,2015,"Number","Housing Units Built Before 1950",5940
"East Hartford","0900322630",2013,2015,"Percent","Housing Units Built Before 1950",27.4
"East Hartford","0900322630",2014,2016,"Number","Total Housing Units",21731
"East Hartford","0900322630",2014,2016,"Number","Housing Units Built Before 1950",5633
"East Hartford","0900322630",2014,2016,"Percent","Housing Units Built Before 1950",25.9
"East Hartford","0900322630",2015,2017,"Number","Total Housing Units",22116
"East Hartford","0900322630",2015,2017,"Number","Housing Units Built Before 1950",5540
"East Hartford","0900322630",2015,2017,"Percent","Housing Units Built Before 1950",25
"East Hartford","0900322630",2016,2018,"Number","Total Housing Units",21530
"East Hartford","0900322630",2016,2018,"Number","Housing Units Built Before 1950",5618
"East Hartford","0900322630",2016,2018,"Percent","Housing Units Built Before 1950",26.1
"East Hartford","0900322630",2017,2019,"Number","Total Housing Units",21643
"East Hartford","0900322630",2017,2019,"Number","Housing Units Built Before 1950",5601
"East Hartford","0900322630",2017,2019,"Percent","Housing Units Built Before 1950",25.9
"East Hartford","0900322630",2018,2020,"Number","Total Housing Units",21300
"East Hartford","0900322630",2018,2020,"Number","Housing Units Built Before 1950",5610
"East Hartford","0900322630",2018,2020,"Percent","Housing Units Built Before 1950",26.3
"East Haven","0900922910",2013,2015,"Number","Total Housing Units",12549
"East Haven","0900922910",2013,2015,"Number","Housing Units Built Before 1950",2994
"East Haven","0900922910",2013,2015,"Percent","Housing Units Built Before 1950",23.9
"East Haven","0900922910",2014,2016,"Number","Total Housing Units",12356
"East Haven","0900922910",2014,2016,"Number","Housing Units Built Before 1950",2869
"East Haven","0900922910",2014,2016,"Percent","Housing Units Built Before 1950",23.2
"East Haven","0900922910",2015,2017,"Number","Total Housing Units",12456
"East Haven","0900922910",2015,2017,"Number","Housing Units Built Before 1950",2845
"East Haven","0900922910",2015,2017,"Percent","Housing Units Built Before 1950",22.8
"East Haven","0900922910",2016,2018,"Number","Total Housing Units",12390
"East Haven","0900922910",2016,2018,"Number","Housing Units Built Before 1950",2784
"East Haven","0900922910",2016,2018,"Percent","Housing Units Built Before 1950",22.5
"East Haven","0900922910",2017,2019,"Number","Total Housing Units",12553
"East Haven","0900922910",2017,2019,"Number","Housing Units Built Before 1950",2707
"East Haven","0900922910",2017,2019,"Percent","Housing Units Built Before 1950",21.6
"East Haven","0900922910",2018,2020,"Number","Total Housing Units",12175
"East Haven","0900922910",2018,2020,"Number","Housing Units Built Before 1950",2545
"East Haven","0900922910",2018,2020,"Percent","Housing Units Built Before 1950",20.9
"East Lyme","0901123400",2013,2015,"Number","Total Housing Units",8281
"East Lyme","0901123400",2013,2015,"Number","Housing Units Built Before 1950",1829
"East Lyme","0901123400",2013,2015,"Percent","Housing Units Built Before 1950",22.1
"East Lyme","0901123400",2014,2016,"Number","Total Housing Units",8303
"East Lyme","0901123400",2014,2016,"Number","Housing Units Built Before 1950",1897
"East Lyme","0901123400",2014,2016,"Percent","Housing Units Built Before 1950",22.8
"East Lyme","0901123400",2015,2017,"Number","Total Housing Units",8226
"East Lyme","0901123400",2015,2017,"Number","Housing Units Built Before 1950",1953
"East Lyme","0901123400",2015,2017,"Percent","Housing Units Built Before 1950",23.7
"East Lyme","0901123400",2016,2018,"Number","Total Housing Units",8508
"East Lyme","0901123400",2016,2018,"Number","Housing Units Built Before 1950",2001
"East Lyme","0901123400",2016,2018,"Percent","Housing Units Built Before 1950",23.5
"East Lyme","0901123400",2017,2019,"Number","Total Housing Units",8739
"East Lyme","0901123400",2017,2019,"Number","Housing Units Built Before 1950",2075
"East Lyme","0901123400",2017,2019,"Percent","Housing Units Built Before 1950",23.7
"East Lyme","0901123400",2018,2020,"Number","Total Housing Units",8625
"East Lyme","0901123400",2018,2020,"Number","Housing Units Built Before 1950",1930
"East Lyme","0901123400",2018,2020,"Percent","Housing Units Built Before 1950",22.4
"East Windsor","0900324800",2013,2015,"Number","Total Housing Units",4933
"East Windsor","0900324800",2013,2015,"Number","Housing Units Built Before 1950",1123
"East Windsor","0900324800",2013,2015,"Percent","Housing Units Built Before 1950",22.8
"East Windsor","0900324800",2014,2016,"Number","Total Housing Units",4870
"East Windsor","0900324800",2014,2016,"Number","Housing Units Built Before 1950",1066
"East Windsor","0900324800",2014,2016,"Percent","Housing Units Built Before 1950",21.9
"East Windsor","0900324800",2015,2017,"Number","Total Housing Units",4691
"East Windsor","0900324800",2015,2017,"Number","Housing Units Built Before 1950",1012
"East Windsor","0900324800",2015,2017,"Percent","Housing Units Built Before 1950",21.6
"East Windsor","0900324800",2016,2018,"Number","Total Housing Units",4999
"East Windsor","0900324800",2016,2018,"Number","Housing Units Built Before 1950",1139
"East Windsor","0900324800",2016,2018,"Percent","Housing Units Built Before 1950",22.8
"East Windsor","0900324800",2017,2019,"Number","Total Housing Units",5081
"East Windsor","0900324800",2017,2019,"Number","Housing Units Built Before 1950",996
"East Windsor","0900324800",2017,2019,"Percent","Housing Units Built Before 1950",19.6
"East Windsor","0900324800",2018,2020,"Number","Total Housing Units",5076
"East Windsor","0900324800",2018,2020,"Number","Housing Units Built Before 1950",872
"East Windsor","0900324800",2018,2020,"Percent","Housing Units Built Before 1950",17.2
"Eastford","0901521860",2013,2015,"Number","Total Housing Units",777
"Eastford","0901521860",2013,2015,"Number","Housing Units Built Before 1950",197
"Eastford","0901521860",2013,2015,"Percent","Housing Units Built Before 1950",25.4
"Eastford","0901521860",2014,2016,"Number","Total Housing Units",791
"Eastford","0901521860",2014,2016,"Number","Housing Units Built Before 1950",202
"Eastford","0901521860",2014,2016,"Percent","Housing Units Built Before 1950",25.5
"Eastford","0901521860",2015,2017,"Number","Total Housing Units",783
"Eastford","0901521860",2015,2017,"Number","Housing Units Built Before 1950",176
"Eastford","0901521860",2015,2017,"Percent","Housing Units Built Before 1950",22.5
"Eastford","0901521860",2016,2018,"Number","Total Housing Units",788
"Eastford","0901521860",2016,2018,"Number","Housing Units Built Before 1950",185
"Eastford","0901521860",2016,2018,"Percent","Housing Units Built Before 1950",23.5
"Eastford","0901521860",2017,2019,"Number","Total Housing Units",791
"Eastford","0901521860",2017,2019,"Number","Housing Units Built Before 1950",199
"Eastford","0901521860",2017,2019,"Percent","Housing Units Built Before 1950",25.2
"Eastford","0901521860",2018,2020,"Number","Total Housing Units",840
"Eastford","0901521860",2018,2020,"Number","Housing Units Built Before 1950",225
"Eastford","0901521860",2018,2020,"Percent","Housing Units Built Before 1950",26.8
"Easton","0900123890",2013,2015,"Number","Total Housing Units",2663
"Easton","0900123890",2013,2015,"Number","Housing Units Built Before 1950",552
"Easton","0900123890",2013,2015,"Percent","Housing Units Built Before 1950",20.7
"Easton","0900123890",2014,2016,"Number","Total Housing Units",2718
"Easton","0900123890",2014,2016,"Number","Housing Units Built Before 1950",577
"Easton","0900123890",2014,2016,"Percent","Housing Units Built Before 1950",21.2
"Easton","0900123890",2015,2017,"Number","Total Housing Units",2757
"Easton","0900123890",2015,2017,"Number","Housing Units Built Before 1950",667
"Easton","0900123890",2015,2017,"Percent","Housing Units Built Before 1950",24.2
"Easton","0900123890",2016,2018,"Number","Total Housing Units",2784
"Easton","0900123890",2016,2018,"Number","Housing Units Built Before 1950",798
"Easton","0900123890",2016,2018,"Percent","Housing Units Built Before 1950",28.7
"Easton","0900123890",2017,2019,"Number","Total Housing Units",2837
"Easton","0900123890",2017,2019,"Number","Housing Units Built Before 1950",789
"Easton","0900123890",2017,2019,"Percent","Housing Units Built Before 1950",27.8
"Easton","0900123890",2018,2020,"Number","Total Housing Units",2882
"Easton","0900123890",2018,2020,"Number","Housing Units Built Before 1950",729
"Easton","0900123890",2018,2020,"Percent","Housing Units Built Before 1950",25.3
"Ellington","0901325360",2013,2015,"Number","Total Housing Units",6505
"Ellington","0901325360",2013,2015,"Number","Housing Units Built Before 1950",1101
"Ellington","0901325360",2013,2015,"Percent","Housing Units Built Before 1950",16.9
"Ellington","0901325360",2014,2016,"Number","Total Housing Units",6573
"Ellington","0901325360",2014,2016,"Number","Housing Units Built Before 1950",956
"Ellington","0901325360",2014,2016,"Percent","Housing Units Built Before 1950",14.5
"Ellington","0901325360",2015,2017,"Number","Total Housing Units",6669
"Ellington","0901325360",2015,2017,"Number","Housing Units Built Before 1950",926
"Ellington","0901325360",2015,2017,"Percent","Housing Units Built Before 1950",13.9
"Ellington","0901325360",2016,2018,"Number","Total Housing Units",6847
"Ellington","0901325360",2016,2018,"Number","Housing Units Built Before 1950",1056
"Ellington","0901325360",2016,2018,"Percent","Housing Units Built Before 1950",15.4
"Ellington","0901325360",2017,2019,"Number","Total Housing Units",7053
"Ellington","0901325360",2017,2019,"Number","Housing Units Built Before 1950",801
"Ellington","0901325360",2017,2019,"Percent","Housing Units Built Before 1950",11.4
"Ellington","0901325360",2018,2020,"Number","Total Housing Units",7501
"Ellington","0901325360",2018,2020,"Number","Housing Units Built Before 1950",751
"Ellington","0901325360",2018,2020,"Percent","Housing Units Built Before 1950",10
"Enfield","0900325990",2013,2015,"Number","Total Housing Units",17386
"Enfield","0900325990",2013,2015,"Number","Housing Units Built Before 1950",3621
"Enfield","0900325990",2013,2015,"Percent","Housing Units Built Before 1950",20.8
"Enfield","0900325990",2014,2016,"Number","Total Housing Units",17302
"Enfield","0900325990",2014,2016,"Number","Housing Units Built Before 1950",3583
"Enfield","0900325990",2014,2016,"Percent","Housing Units Built Before 1950",20.7
"Enfield","0900325990",2015,2017,"Number","Total Housing Units",17446
"Enfield","0900325990",2015,2017,"Number","Housing Units Built Before 1950",3472
"Enfield","0900325990",2015,2017,"Percent","Housing Units Built Before 1950",19.9
"Enfield","0900325990",2016,2018,"Number","Total Housing Units",17403
"Enfield","0900325990",2016,2018,"Number","Housing Units Built Before 1950",3666
"Enfield","0900325990",2016,2018,"Percent","Housing Units Built Before 1950",21.1
"Enfield","0900325990",2017,2019,"Number","Total Housing Units",17786
"Enfield","0900325990",2017,2019,"Number","Housing Units Built Before 1950",3643
"Enfield","0900325990",2017,2019,"Percent","Housing Units Built Before 1950",20.5
"Enfield","0900325990",2018,2020,"Number","Total Housing Units",17597
"Enfield","0900325990",2018,2020,"Number","Housing Units Built Before 1950",3498
"Enfield","0900325990",2018,2020,"Percent","Housing Units Built Before 1950",19.9
"Essex","0900726270",2013,2015,"Number","Total Housing Units",3202
"Essex","0900726270",2013,2015,"Number","Housing Units Built Before 1950",1061
"Essex","0900726270",2013,2015,"Percent","Housing Units Built Before 1950",33.1
"Essex","0900726270",2014,2016,"Number","Total Housing Units",3195
"Essex","0900726270",2014,2016,"Number","Housing Units Built Before 1950",1039
"Essex","0900726270",2014,2016,"Percent","Housing Units Built Before 1950",32.5
"Essex","0900726270",2015,2017,"Number","Total Housing Units",3263
"Essex","0900726270",2015,2017,"Number","Housing Units Built Before 1950",1082
"Essex","0900726270",2015,2017,"Percent","Housing Units Built Before 1950",33.2
"Essex","0900726270",2016,2018,"Number","Total Housing Units",3285
"Essex","0900726270",2016,2018,"Number","Housing Units Built Before 1950",1206
"Essex","0900726270",2016,2018,"Percent","Housing Units Built Before 1950",36.7
"Essex","0900726270",2017,2019,"Number","Total Housing Units",3449
"Essex","0900726270",2017,2019,"Number","Housing Units Built Before 1950",1306
"Essex","0900726270",2017,2019,"Percent","Housing Units Built Before 1950",37.9
"Essex","0900726270",2018,2020,"Number","Total Housing Units",3383
"Essex","0900726270",2018,2020,"Number","Housing Units Built Before 1950",1375
"Essex","0900726270",2018,2020,"Percent","Housing Units Built Before 1950",40.6
"Fairfield","0900126620",2013,2015,"Number","Total Housing Units",21392
"Fairfield","0900126620",2013,2015,"Number","Housing Units Built Before 1950",7610
"Fairfield","0900126620",2013,2015,"Percent","Housing Units Built Before 1950",35.6
"Fairfield","0900126620",2014,2016,"Number","Total Housing Units",21334
"Fairfield","0900126620",2014,2016,"Number","Housing Units Built Before 1950",7570
"Fairfield","0900126620",2014,2016,"Percent","Housing Units Built Before 1950",35.5
"Fairfield","0900126620",2015,2017,"Number","Total Housing Units",21359
"Fairfield","0900126620",2015,2017,"Number","Housing Units Built Before 1950",7419
"Fairfield","0900126620",2015,2017,"Percent","Housing Units Built Before 1950",34.7
"Fairfield","0900126620",2016,2018,"Number","Total Housing Units",21278
"Fairfield","0900126620",2016,2018,"Number","Housing Units Built Before 1950",7334
"Fairfield","0900126620",2016,2018,"Percent","Housing Units Built Before 1950",34.5
"Fairfield","0900126620",2017,2019,"Number","Total Housing Units",21615
"Fairfield","0900126620",2017,2019,"Number","Housing Units Built Before 1950",7566
"Fairfield","0900126620",2017,2019,"Percent","Housing Units Built Before 1950",35
"Fairfield","0900126620",2018,2020,"Number","Total Housing Units",22041
"Fairfield","0900126620",2018,2020,"Number","Housing Units Built Before 1950",7460
"Fairfield","0900126620",2018,2020,"Percent","Housing Units Built Before 1950",33.8
"Fairfield County","09001",2013,2015,"Number","Total Housing Units",361272
"Fairfield County","09001",2013,2015,"Number","Housing Units Built Before 1950",105708
"Fairfield County","09001",2013,2015,"Percent","Housing Units Built Before 1950",29.3
"Fairfield County","09001",2014,2016,"Number","Total Housing Units",362616
"Fairfield County","09001",2014,2016,"Number","Housing Units Built Before 1950",105078
"Fairfield County","09001",2014,2016,"Percent","Housing Units Built Before 1950",29
"Fairfield County","09001",2015,2017,"Number","Total Housing Units",363556
"Fairfield County","09001",2015,2017,"Number","Housing Units Built Before 1950",105309
"Fairfield County","09001",2015,2017,"Percent","Housing Units Built Before 1950",29
"Fairfield County","09001",2016,2018,"Number","Total Housing Units",364737
"Fairfield County","09001",2016,2018,"Number","Housing Units Built Before 1950",106011
"Fairfield County","09001",2016,2018,"Percent","Housing Units Built Before 1950",29.1
"Fairfield County","09001",2017,2019,"Number","Total Housing Units",369044
"Fairfield County","09001",2017,2019,"Number","Housing Units Built Before 1950",107457
"Fairfield County","09001",2017,2019,"Percent","Housing Units Built Before 1950",29.1
"Fairfield County","09001",2018,2020,"Number","Total Housing Units",370999
"Fairfield County","09001",2018,2020,"Number","Housing Units Built Before 1950",106623
"Fairfield County","09001",2018,2020,"Percent","Housing Units Built Before 1950",28.7
"Farmington","0900327600",2013,2015,"Number","Total Housing Units",11032
"Farmington","0900327600",2013,2015,"Number","Housing Units Built Before 1950",1387
"Farmington","0900327600",2013,2015,"Percent","Housing Units Built Before 1950",12.6
"Farmington","0900327600",2014,2016,"Number","Total Housing Units",11072
"Farmington","0900327600",2014,2016,"Number","Housing Units Built Before 1950",1382
"Farmington","0900327600",2014,2016,"Percent","Housing Units Built Before 1950",12.5
"Farmington","0900327600",2015,2017,"Number","Total Housing Units",11052
"Farmington","0900327600",2015,2017,"Number","Housing Units Built Before 1950",1335
"Farmington","0900327600",2015,2017,"Percent","Housing Units Built Before 1950",12.1
"Farmington","0900327600",2016,2018,"Number","Total Housing Units",10793
"Farmington","0900327600",2016,2018,"Number","Housing Units Built Before 1950",1326
"Farmington","0900327600",2016,2018,"Percent","Housing Units Built Before 1950",12.3
"Farmington","0900327600",2017,2019,"Number","Total Housing Units",11021
"Farmington","0900327600",2017,2019,"Number","Housing Units Built Before 1950",1325
"Farmington","0900327600",2017,2019,"Percent","Housing Units Built Before 1950",12
"Farmington","0900327600",2018,2020,"Number","Total Housing Units",10935
"Farmington","0900327600",2018,2020,"Number","Housing Units Built Before 1950",1350
"Farmington","0900327600",2018,2020,"Percent","Housing Units Built Before 1950",12.3
"Franklin","0901129910",2013,2015,"Number","Total Housing Units",757
"Franklin","0901129910",2013,2015,"Number","Housing Units Built Before 1950",165
"Franklin","0901129910",2013,2015,"Percent","Housing Units Built Before 1950",21.8
"Franklin","0901129910",2014,2016,"Number","Total Housing Units",782
"Franklin","0901129910",2014,2016,"Number","Housing Units Built Before 1950",170
"Franklin","0901129910",2014,2016,"Percent","Housing Units Built Before 1950",21.7
"Franklin","0901129910",2015,2017,"Number","Total Housing Units",772
"Franklin","0901129910",2015,2017,"Number","Housing Units Built Before 1950",157
"Franklin","0901129910",2015,2017,"Percent","Housing Units Built Before 1950",20.3
"Franklin","0901129910",2016,2018,"Number","Total Housing Units",780
"Franklin","0901129910",2016,2018,"Number","Housing Units Built Before 1950",170
"Franklin","0901129910",2016,2018,"Percent","Housing Units Built Before 1950",21.8
"Franklin","0901129910",2017,2019,"Number","Total Housing Units",784
"Franklin","0901129910",2017,2019,"Number","Housing Units Built Before 1950",177
"Franklin","0901129910",2017,2019,"Percent","Housing Units Built Before 1950",22.6
"Franklin","0901129910",2018,2020,"Number","Total Housing Units",781
"Franklin","0901129910",2018,2020,"Number","Housing Units Built Before 1950",172
"Franklin","0901129910",2018,2020,"Percent","Housing Units Built Before 1950",22
"Glastonbury","0900331240",2013,2015,"Number","Total Housing Units",13546
"Glastonbury","0900331240",2013,2015,"Number","Housing Units Built Before 1950",2052
"Glastonbury","0900331240",2013,2015,"Percent","Housing Units Built Before 1950",15.1
"Glastonbury","0900331240",2014,2016,"Number","Total Housing Units",13665
"Glastonbury","0900331240",2014,2016,"Number","Housing Units Built Before 1950",2077
"Glastonbury","0900331240",2014,2016,"Percent","Housing Units Built Before 1950",15.2
"Glastonbury","0900331240",2015,2017,"Number","Total Housing Units",13722
"Glastonbury","0900331240",2015,2017,"Number","Housing Units Built Before 1950",2134
"Glastonbury","0900331240",2015,2017,"Percent","Housing Units Built Before 1950",15.6
"Glastonbury","0900331240",2016,2018,"Number","Total Housing Units",13801
"Glastonbury","0900331240",2016,2018,"Number","Housing Units Built Before 1950",2189
"Glastonbury","0900331240",2016,2018,"Percent","Housing Units Built Before 1950",15.9
"Glastonbury","0900331240",2017,2019,"Number","Total Housing Units",14045
"Glastonbury","0900331240",2017,2019,"Number","Housing Units Built Before 1950",2110
"Glastonbury","0900331240",2017,2019,"Percent","Housing Units Built Before 1950",15
"Glastonbury","0900331240",2018,2020,"Number","Total Housing Units",14086
"Glastonbury","0900331240",2018,2020,"Number","Housing Units Built Before 1950",1948
"Glastonbury","0900331240",2018,2020,"Percent","Housing Units Built Before 1950",13.8
"Goshen","0900532290",2013,2015,"Number","Total Housing Units",1679
"Goshen","0900532290",2013,2015,"Number","Housing Units Built Before 1950",180
"Goshen","0900532290",2013,2015,"Percent","Housing Units Built Before 1950",10.7
"Goshen","0900532290",2014,2016,"Number","Total Housing Units",1694
"Goshen","0900532290",2014,2016,"Number","Housing Units Built Before 1950",191
"Goshen","0900532290",2014,2016,"Percent","Housing Units Built Before 1950",11.3
"Goshen","0900532290",2015,2017,"Number","Total Housing Units",1633
"Goshen","0900532290",2015,2017,"Number","Housing Units Built Before 1950",211
"Goshen","0900532290",2015,2017,"Percent","Housing Units Built Before 1950",12.9
"Goshen","0900532290",2016,2018,"Number","Total Housing Units",1674
"Goshen","0900532290",2016,2018,"Number","Housing Units Built Before 1950",299
"Goshen","0900532290",2016,2018,"Percent","Housing Units Built Before 1950",17.9
"Goshen","0900532290",2017,2019,"Number","Total Housing Units",1652
"Goshen","0900532290",2017,2019,"Number","Housing Units Built Before 1950",317
"Goshen","0900532290",2017,2019,"Percent","Housing Units Built Before 1950",19.2
"Goshen","0900532290",2018,2020,"Number","Total Housing Units",1500
"Goshen","0900532290",2018,2020,"Number","Housing Units Built Before 1950",324
"Goshen","0900532290",2018,2020,"Percent","Housing Units Built Before 1950",21.6
"Granby","0900332640",2013,2015,"Number","Total Housing Units",4595
"Granby","0900332640",2013,2015,"Number","Housing Units Built Before 1950",554
"Granby","0900332640",2013,2015,"Percent","Housing Units Built Before 1950",12.1
"Granby","0900332640",2014,2016,"Number","Total Housing Units",4689
"Granby","0900332640",2014,2016,"Number","Housing Units Built Before 1950",559
"Granby","0900332640",2014,2016,"Percent","Housing Units Built Before 1950",11.9
"Granby","0900332640",2015,2017,"Number","Total Housing Units",4597
"Granby","0900332640",2015,2017,"Number","Housing Units Built Before 1950",544
"Granby","0900332640",2015,2017,"Percent","Housing Units Built Before 1950",11.8
"Granby","0900332640",2016,2018,"Number","Total Housing Units",4556
"Granby","0900332640",2016,2018,"Number","Housing Units Built Before 1950",551
"Granby","0900332640",2016,2018,"Percent","Housing Units Built Before 1950",12.1
"Granby","0900332640",2017,2019,"Number","Total Housing Units",4593
"Granby","0900332640",2017,2019,"Number","Housing Units Built Before 1950",711
"Granby","0900332640",2017,2019,"Percent","Housing Units Built Before 1950",15.5
"Granby","0900332640",2018,2020,"Number","Total Housing Units",4475
"Granby","0900332640",2018,2020,"Number","Housing Units Built Before 1950",671
"Granby","0900332640",2018,2020,"Percent","Housing Units Built Before 1950",15
"Greenwich","0900133620",2013,2015,"Number","Total Housing Units",23985
"Greenwich","0900133620",2013,2015,"Number","Housing Units Built Before 1950",8923
"Greenwich","0900133620",2013,2015,"Percent","Housing Units Built Before 1950",37.2
"Greenwich","0900133620",2014,2016,"Number","Total Housing Units",24027
"Greenwich","0900133620",2014,2016,"Number","Housing Units Built Before 1950",8600
"Greenwich","0900133620",2014,2016,"Percent","Housing Units Built Before 1950",35.8
"Greenwich","0900133620",2015,2017,"Number","Total Housing Units",24242
"Greenwich","0900133620",2015,2017,"Number","Housing Units Built Before 1950",8650
"Greenwich","0900133620",2015,2017,"Percent","Housing Units Built Before 1950",35.7
"Greenwich","0900133620",2016,2018,"Number","Total Housing Units",24373
"Greenwich","0900133620",2016,2018,"Number","Housing Units Built Before 1950",8815
"Greenwich","0900133620",2016,2018,"Percent","Housing Units Built Before 1950",36.2
"Greenwich","0900133620",2017,2019,"Number","Total Housing Units",24617
"Greenwich","0900133620",2017,2019,"Number","Housing Units Built Before 1950",8613
"Greenwich","0900133620",2017,2019,"Percent","Housing Units Built Before 1950",35
"Greenwich","0900133620",2018,2020,"Number","Total Housing Units",24234
"Greenwich","0900133620",2018,2020,"Number","Housing Units Built Before 1950",8337
"Greenwich","0900133620",2018,2020,"Percent","Housing Units Built Before 1950",34.4
"Griswold","0901133900",2013,2015,"Number","Total Housing Units",5154
"Griswold","0901133900",2013,2015,"Number","Housing Units Built Before 1950",1213
"Griswold","0901133900",2013,2015,"Percent","Housing Units Built Before 1950",23.5
"Griswold","0901133900",2014,2016,"Number","Total Housing Units",4929
"Griswold","0901133900",2014,2016,"Number","Housing Units Built Before 1950",1093
"Griswold","0901133900",2014,2016,"Percent","Housing Units Built Before 1950",22.2
"Griswold","0901133900",2015,2017,"Number","Total Housing Units",4936
