"Town/County","FIPS","Year","Town Profile Year","Measure Type","Variable","Value"
"East Hampton","0900722490",2016,2018,"Percent","Housing Units Built Before 1950",28.4
"East Hartford","0900322630",2013,2016,"Number","Total Housing Units",21704
"East Hartford","0900322630",2013,2016,"Number","Housing Units Built Before 1950",5940
"East Hartford","0900322630",2013,2016,"Percent","Housing Units Built Before 1950",27.4
"East Hartford","0900322630",2015,2017,"Number","Total Housing Units",22116
"East Hartford","0900322630",2015,2017,"Number","Housing Units Built Before 1950",5540
"East Hartford","0900322630",2015,2017,"Percent","Housing Units Built Before 1950",25
"East Hartford","0900322630",2016,2018,"Number","Total Housing Units",21530
"East Hartford","0900322630",2016,2018,"Number","Housing Units Built Before 1950",5618
"East Hartford","0900322630",2016,2018,"Percent","Housing Units Built Before 1950",26.1
"East Haven","0900922910",2013,2016,"Number","Total Housing Units",12549
"East Haven","0900922910",2013,2016,"Number","Housing Units Built Before 1950",2994
"East Haven","0900922910",2013,2016,"Percent","Housing Units Built Before 1950",23.9
"East Haven","0900922910",2015,2017,"Number","Total Housing Units",12456
"East Haven","0900922910",2015,2017,"Number","Housing Units Built Before 1950",2845
"East Haven","0900922910",2015,2017,"Percent","Housing Units Built Before 1950",22.8
"East Haven","0900922910",2016,2018,"Number","Total Housing Units",12390
"East Haven","0900922910",2016,2018,"Number","Housing Units Built Before 1950",2784
"East Haven","0900922910",2016,2018,"Percent","Housing Units Built Before 1950",22.5
"East Lyme","0901123400",2013,2016,"Number","Total Housing Units",8281
"East Lyme","0901123400",2013,2016,"Number","Housing Units Built Before 1950",1829
"East Lyme","0901123400",2013,2016,"Percent","Housing Units Built Before 1950",22.1
"East Lyme","0901123400",2015,2017,"Number","Total Housing Units",8226
"East Lyme","0901123400",2015,2017,"Number","Housing Units Built Before 1950",1953
"East Lyme","0901123400",2015,2017,"Percent","Housing Units Built Before 1950",23.7
"East Lyme","0901123400",2016,2018,"Number","Total Housing Units",8508
"East Lyme","0901123400",2016,2018,"Number","Housing Units Built Before 1950",2001
"East Lyme","0901123400",2016,2018,"Percent","Housing Units Built Before 1950",23.5
"Easton","0900123890",2013,2016,"Number","Total Housing Units",2663
"Easton","0900123890",2013,2016,"Number","Housing Units Built Before 1950",552
"Easton","0900123890",2013,2016,"Percent","Housing Units Built Before 1950",20.7
"Easton","0900123890",2015,2017,"Number","Total Housing Units",2757
"Easton","0900123890",2015,2017,"Number","Housing Units Built Before 1950",667
"Easton","0900123890",2015,2017,"Percent","Housing Units Built Before 1950",24.2
"Easton","0900123890",2016,2018,"Number","Total Housing Units",2784
"Easton","0900123890",2016,2018,"Number","Housing Units Built Before 1950",798
"Easton","0900123890",2016,2018,"Percent","Housing Units Built Before 1950",28.7
"East Windsor","0900324800",2013,2016,"Number","Total Housing Units",4933
"East Windsor","0900324800",2013,2016,"Number","Housing Units Built Before 1950",1123
"East Windsor","0900324800",2013,2016,"Percent","Housing Units Built Before 1950",22.8
"East Windsor","0900324800",2015,2017,"Number","Total Housing Units",4691
"East Windsor","0900324800",2015,2017,"Number","Housing Units Built Before 1950",1012
"East Windsor","0900324800",2015,2017,"Percent","Housing Units Built Before 1950",21.6
"East Windsor","0900324800",2016,2018,"Number","Total Housing Units",4999
"East Windsor","0900324800",2016,2018,"Number","Housing Units Built Before 1950",1139
"East Windsor","0900324800",2016,2018,"Percent","Housing Units Built Before 1950",22.8
"Ellington","0901325360",2013,2016,"Number","Total Housing Units",6505
"Ellington","0901325360",2013,2016,"Number","Housing Units Built Before 1950",1101
"Ellington","0901325360",2013,2016,"Percent","Housing Units Built Before 1950",16.9
"Ellington","0901325360",2015,2017,"Number","Total Housing Units",6669
"Ellington","0901325360",2015,2017,"Number","Housing Units Built Before 1950",926
"Ellington","0901325360",2015,2017,"Percent","Housing Units Built Before 1950",13.9
"Ellington","0901325360",2016,2018,"Number","Total Housing Units",6847
"Ellington","0901325360",2016,2018,"Number","Housing Units Built Before 1950",1056
"Ellington","0901325360",2016,2018,"Percent","Housing Units Built Before 1950",15.4
"Enfield","0900325990",2013,2016,"Number","Total Housing Units",17386
"Enfield","0900325990",2013,2016,"Number","Housing Units Built Before 1950",3621
"Enfield","0900325990",2013,2016,"Percent","Housing Units Built Before 1950",20.8
"Enfield","0900325990",2015,2017,"Number","Total Housing Units",17446
"Enfield","0900325990",2015,2017,"Number","Housing Units Built Before 1950",3472
"Enfield","0900325990",2015,2017,"Percent","Housing Units Built Before 1950",19.9
"Enfield","0900325990",2016,2018,"Number","Total Housing Units",17403
"Enfield","0900325990",2016,2018,"Number","Housing Units Built Before 1950",3666
"Enfield","0900325990",2016,2018,"Percent","Housing Units Built Before 1950",21.1
"Essex","0900726270",2013,2016,"Number","Total Housing Units",3202
"Essex","0900726270",2013,2016,"Number","Housing Units Built Before 1950",1061
"Essex","0900726270",2013,2016,"Percent","Housing Units Built Before 1950",33.1
"Essex","0900726270",2015,2017,"Number","Total Housing Units",3263
"Essex","0900726270",2015,2017,"Number","Housing Units Built Before 1950",1082
"Essex","0900726270",2015,2017,"Percent","Housing Units Built Before 1950",33.2
"Essex","0900726270",2016,2018,"Number","Total Housing Units",3285
"Essex","0900726270",2016,2018,"Number","Housing Units Built Before 1950",1206
"Essex","0900726270",2016,2018,"Percent","Housing Units Built Before 1950",36.7
"Fairfield","0900126620",2013,2016,"Number","Total Housing Units",21392
"Fairfield","0900126620",2013,2016,"Number","Housing Units Built Before 1950",7610
"Fairfield","0900126620",2013,2016,"Percent","Housing Units Built Before 1950",35.6
"Fairfield","0900126620",2015,2017,"Number","Total Housing Units",21359
"Fairfield","0900126620",2015,2017,"Number","Housing Units Built Before 1950",7419
"Fairfield","0900126620",2015,2017,"Percent","Housing Units Built Before 1950",34.7
"Fairfield","0900126620",2016,2018,"Number","Total Housing Units",21278
"Fairfield","0900126620",2016,2018,"Number","Housing Units Built Before 1950",7334
"Fairfield","0900126620",2016,2018,"Percent","Housing Units Built Before 1950",34.5
"Fairfield County","09001",2013,2016,"Number","Total Housing Units",361272
"Fairfield County","09001",2013,2016,"Number","Housing Units Built Before 1950",105708
"Fairfield County","09001",2013,2016,"Percent","Housing Units Built Before 1950",29.3
"Fairfield County","09001",2015,2017,"Number","Total Housing Units",363556
"Fairfield County","09001",2015,2017,"Number","Housing Units Built Before 1950",105309
"Fairfield County","09001",2015,2017,"Percent","Housing Units Built Before 1950",29
"Fairfield County","09001",2016,2018,"Number","Total Housing Units",364737
"Fairfield County","09001",2016,2018,"Number","Housing Units Built Before 1950",106011
"Fairfield County","09001",2016,2018,"Percent","Housing Units Built Before 1950",29.1
"Farmington","0900327600",2013,2016,"Number","Total Housing Units",11032
"Farmington","0900327600",2013,2016,"Number","Housing Units Built Before 1950",1387
"Farmington","0900327600",2013,2016,"Percent","Housing Units Built Before 1950",12.6
"Farmington","0900327600",2015,2017,"Number","Total Housing Units",11052
"Farmington","0900327600",2015,2017,"Number","Housing Units Built Before 1950",1335
"Farmington","0900327600",2015,2017,"Percent","Housing Units Built Before 1950",12.1
"Farmington","0900327600",2016,2018,"Number","Total Housing Units",10793
"Farmington","0900327600",2016,2018,"Number","Housing Units Built Before 1950",1326
"Farmington","0900327600",2016,2018,"Percent","Housing Units Built Before 1950",12.3
"Franklin","0901129910",2013,2016,"Number","Total Housing Units",757
"Franklin","0901129910",2013,2016,"Number","Housing Units Built Before 1950",165
"Franklin","0901129910",2013,2016,"Percent","Housing Units Built Before 1950",21.8
"Franklin","0901129910",2015,2017,"Number","Total Housing Units",772
"Franklin","0901129910",2015,2017,"Number","Housing Units Built Before 1950",157
"Franklin","0901129910",2015,2017,"Percent","Housing Units Built Before 1950",20.3
"Franklin","0901129910",2016,2018,"Number","Total Housing Units",780
"Franklin","0901129910",2016,2018,"Number","Housing Units Built Before 1950",170
"Franklin","0901129910",2016,2018,"Percent","Housing Units Built Before 1950",21.8
"Glastonbury","0900331240",2013,2016,"Number","Total Housing Units",13546
"Glastonbury","0900331240",2013,2016,"Number","Housing Units Built Before 1950",2052
"Glastonbury","0900331240",2013,2016,"Percent","Housing Units Built Before 1950",15.1
"Glastonbury","0900331240",2015,2017,"Number","Total Housing Units",13722
"Glastonbury","0900331240",2015,2017,"Number","Housing Units Built Before 1950",2134
"Glastonbury","0900331240",2015,2017,"Percent","Housing Units Built Before 1950",15.6
"Glastonbury","0900331240",2016,2018,"Number","Total Housing Units",13801
"Glastonbury","0900331240",2016,2018,"Number","Housing Units Built Before 1950",2189
"Glastonbury","0900331240",2016,2018,"Percent","Housing Units Built Before 1950",15.9
"Goshen","0900532290",2013,2016,"Number","Total Housing Units",1679
"Goshen","0900532290",2013,2016,"Number","Housing Units Built Before 1950",180
"Goshen","0900532290",2013,2016,"Percent","Housing Units Built Before 1950",10.7
"Goshen","0900532290",2015,2017,"Number","Total Housing Units",1633
"Goshen","0900532290",2015,2017,"Number","Housing Units Built Before 1950",211
"Goshen","0900532290",2015,2017,"Percent","Housing Units Built Before 1950",12.9
"Goshen","0900532290",2016,2018,"Number","Total Housing Units",1674
"Goshen","0900532290",2016,2018,"Number","Housing Units Built Before 1950",299
"Goshen","0900532290",2016,2018,"Percent","Housing Units Built Before 1950",17.9
"Granby","0900332640",2013,2016,"Number","Total Housing Units",4595
"Granby","0900332640",2013,2016,"Number","Housing Units Built Before 1950",554
"Granby","0900332640",2013,2016,"Percent","Housing Units Built Before 1950",12.1
"Granby","0900332640",2015,2017,"Number","Total Housing Units",4597
"Granby","0900332640",2015,2017,"Number","Housing Units Built Before 1950",544
"Granby","0900332640",2015,2017,"Percent","Housing Units Built Before 1950",11.8
"Granby","0900332640",2016,2018,"Number","Total Housing Units",4556
"Granby","0900332640",2016,2018,"Number","Housing Units Built Before 1950",551
"Granby","0900332640",2016,2018,"Percent","Housing Units Built Before 1950",12.1
"Greenwich","0900133620",2013,2016,"Number","Total Housing Units",23985
"Greenwich","0900133620",2013,2016,"Number","Housing Units Built Before 1950",8923
"Greenwich","0900133620",2013,2016,"Percent","Housing Units Built Before 1950",37.2
"Greenwich","0900133620",2015,2017,"Number","Total Housing Units",24242
"Greenwich","0900133620",2015,2017,"Number","Housing Units Built Before 1950",8650
"Greenwich","0900133620",2015,2017,"Percent","Housing Units Built Before 1950",35.7
"Greenwich","0900133620",2016,2018,"Number","Total Housing Units",24373
"Greenwich","0900133620",2016,2018,"Number","Housing Units Built Before 1950",8815
"Greenwich","0900133620",2016,2018,"Percent","Housing Units Built Before 1950",36.2
"Griswold","0901133900",2013,2016,"Number","Total Housing Units",5154
"Griswold","0901133900",2013,2016,"Number","Housing Units Built Before 1950",1213
"Griswold","0901133900",2013,2016,"Percent","Housing Units Built Before 1950",23.5
"Griswold","0901133900",2015,2017,"Number","Total Housing Units",4936
"Griswold","0901133900",2015,2017,"Number","Housing Units Built Before 1950",1136
"Griswold","0901133900",2015,2017,"Percent","Housing Units Built Before 1950",23
"Griswold","0901133900",2016,2018,"Number","Total Housing Units",4856
"Griswold","0901133900",2016,2018,"Number","Housing Units Built Before 1950",1094
"Griswold","0901133900",2016,2018,"Percent","Housing Units Built Before 1950",22.5
"Groton","0901134250",2013,2016,"Number","Total Housing Units",18060
"Groton","0901134250",2013,2016,"Number","Housing Units Built Before 1950",4174
"Groton","0901134250",2013,2016,"Percent","Housing Units Built Before 1950",23.1
"Groton","0901134250",2015,2017,"Number","Total Housing Units",18506
"Groton","0901134250",2015,2017,"Number","Housing Units Built Before 1950",4154
"Groton","0901134250",2015,2017,"Percent","Housing Units Built Before 1950",22.4
"Groton","0901134250",2016,2018,"Number","Total Housing Units",18131
"Groton","0901134250",2016,2018,"Number","Housing Units Built Before 1950",3894
"Groton","0901134250",2016,2018,"Percent","Housing Units Built Before 1950",21.5
"Guilford","0900934950",2013,2016,"Number","Total Housing Units",9696
"Guilford","0900934950",2013,2016,"Number","Housing Units Built Before 1950",1850
"Guilford","0900934950",2013,2016,"Percent","Housing Units Built Before 1950",19.1
"Guilford","0900934950",2015,2017,"Number","Total Housing Units",9578
"Guilford","0900934950",2015,2017,"Number","Housing Units Built Before 1950",1797
"Guilford","0900934950",2015,2017,"Percent","Housing Units Built Before 1950",18.8
"Guilford","0900934950",2016,2018,"Number","Total Housing Units",9291
"Guilford","0900934950",2016,2018,"Number","Housing Units Built Before 1950",1705
"Guilford","0900934950",2016,2018,"Percent","Housing Units Built Before 1950",18.4
"Haddam","0900735230",2013,2016,"Number","Total Housing Units",3450
"Haddam","0900735230",2013,2016,"Number","Housing Units Built Before 1950",839
"Haddam","0900735230",2013,2016,"Percent","Housing Units Built Before 1950",24.3
"Haddam","0900735230",2015,2017,"Number","Total Housing Units",3552
"Haddam","0900735230",2015,2017,"Number","Housing Units Built Before 1950",710
"Haddam","0900735230",2015,2017,"Percent","Housing Units Built Before 1950",20
"Haddam","0900735230",2016,2018,"Number","Total Housing Units",3559
"Haddam","0900735230",2016,2018,"Number","Housing Units Built Before 1950",737
"Haddam","0900735230",2016,2018,"Percent","Housing Units Built Before 1950",20.7
"Hamden","0900935650",2013,2016,"Number","Total Housing Units",25075
"Hamden","0900935650",2013,2016,"Number","Housing Units Built Before 1950",7315
"Hamden","0900935650",2013,2016,"Percent","Housing Units Built Before 1950",29.2
"Hamden","0900935650",2015,2017,"Number","Total Housing Units",25227
"Hamden","0900935650",2015,2017,"Number","Housing Units Built Before 1950",7780
"Hamden","0900935650",2015,2017,"Percent","Housing Units Built Before 1950",30.8
"Hamden","0900935650",2016,2018,"Number","Total Housing Units",25507
"Hamden","0900935650",2016,2018,"Number","Housing Units Built Before 1950",7911
"Hamden","0900935650",2016,2018,"Percent","Housing Units Built Before 1950",31
"Hampton","0901536000",2013,2016,"Number","Total Housing Units",778
"Hampton","0901536000",2013,2016,"Number","Housing Units Built Before 1950",252
"Hampton","0901536000",2013,2016,"Percent","Housing Units Built Before 1950",32.4
"Hampton","0901536000",2015,2017,"Number","Total Housing Units",755
"Hampton","0901536000",2015,2017,"Number","Housing Units Built Before 1950",269
"Hampton","0901536000",2015,2017,"Percent","Housing Units Built Before 1950",35.6
"Hampton","0901536000",2016,2018,"Number","Total Housing Units",765
"Hampton","0901536000",2016,2018,"Number","Housing Units Built Before 1950",261
"Hampton","0901536000",2016,2018,"Percent","Housing Units Built Before 1950",34.1
"Hartford","0900337070",2013,2016,"Number","Total Housing Units",53963
"Hartford","0900337070",2013,2016,"Number","Housing Units Built Before 1950",27195
"Hartford","0900337070",2013,2016,"Percent","Housing Units Built Before 1950",50.4
"Hartford","0900337070",2015,2017,"Number","Total Housing Units",52737
"Hartford","0900337070",2015,2017,"Number","Housing Units Built Before 1950",25519
"Hartford","0900337070",2015,2017,"Percent","Housing Units Built Before 1950",48.4
"Hartford","0900337070",2016,2018,"Number","Total Housing Units",53297
"Hartford","0900337070",2016,2018,"Number","Housing Units Built Before 1950",26770
"Hartford","0900337070",2016,2018,"Percent","Housing Units Built Before 1950",50.2
"Hartford County","09003",2013,2016,"Number","Total Housing Units",373809
"Hartford County","09003",2013,2016,"Number","Housing Units Built Before 1950",106734
"Hartford County","09003",2013,2016,"Percent","Housing Units Built Before 1950",28.6
"Hartford County","09003",2015,2017,"Number","Total Housing Units",374453
"Hartford County","09003",2015,2017,"Number","Housing Units Built Before 1950",104004
"Hartford County","09003",2015,2017,"Percent","Housing Units Built Before 1950",27.8
"Hartford County","09003",2016,2018,"Number","Total Housing Units",374672
"Hartford County","09003",2016,2018,"Number","Housing Units Built Before 1950",106440
"Hartford County","09003",2016,2018,"Percent","Housing Units Built Before 1950",28.4
"Hartland","0900337140",2013,2016,"Number","Total Housing Units",847
"Hartland","0900337140",2013,2016,"Number","Housing Units Built Before 1950",234
"Hartland","0900337140",2013,2016,"Percent","Housing Units Built Before 1950",27.6
"Hartland","0900337140",2015,2017,"Number","Total Housing Units",832
"Hartland","0900337140",2015,2017,"Number","Housing Units Built Before 1950",222
"Hartland","0900337140",2015,2017,"Percent","Housing Units Built Before 1950",26.7
"Hartland","0900337140",2016,2018,"Number","Total Housing Units",851
"Hartland","0900337140",2016,2018,"Number","Housing Units Built Before 1950",256
"Hartland","0900337140",2016,2018,"Percent","Housing Units Built Before 1950",30.1
"Harwinton","0900537280",2013,2016,"Number","Total Housing Units",2243
"Harwinton","0900537280",2013,2016,"Number","Housing Units Built Before 1950",483
"Harwinton","0900537280",2013,2016,"Percent","Housing Units Built Before 1950",21.5
"Harwinton","0900537280",2015,2017,"Number","Total Housing Units",2259
"Harwinton","0900537280",2015,2017,"Number","Housing Units Built Before 1950",436
"Harwinton","0900537280",2015,2017,"Percent","Housing Units Built Before 1950",19.3
"Harwinton","0900537280",2016,2018,"Number","Total Housing Units",2230
"Harwinton","0900537280",2016,2018,"Number","Housing Units Built Before 1950",392
"Harwinton","0900537280",2016,2018,"Percent","Housing Units Built Before 1950",17.6
"Hebron","0901337910",2013,2016,"Number","Total Housing Units",3446
"Hebron","0901337910",2013,2016,"Number","Housing Units Built Before 1950",411
"Hebron","0901337910",2013,2016,"Percent","Housing Units Built Before 1950",11.9
"Hebron","0901337910",2015,2017,"Number","Total Housing Units",3622
"Hebron","0901337910",2015,2017,"Number","Housing Units Built Before 1950",291
"Hebron","0901337910",2015,2017,"Percent","Housing Units Built Before 1950",8
"Hebron","0901337910",2016,2018,"Number","Total Housing Units",3575
"Hebron","0901337910",2016,2018,"Number","Housing Units Built Before 1950",278
"Hebron","0901337910",2016,2018,"Percent","Housing Units Built Before 1950",7.8
"Kent","0900540290",2013,2016,"Number","Total Housing Units",1660
"Kent","0900540290",2013,2016,"Number","Housing Units Built Before 1950",513
"Kent","0900540290",2013,2016,"Percent","Housing Units Built Before 1950",30.9
"Kent","0900540290",2015,2017,"Number","Total Housing Units",1508
"Kent","0900540290",2015,2017,"Number","Housing Units Built Before 1950",465
"Kent","0900540290",2015,2017,"Percent","Housing Units Built Before 1950",30.8
"Kent","0900540290",2016,2018,"Number","Total Housing Units",1561
"Kent","0900540290",2016,2018,"Number","Housing Units Built Before 1950",493
"Kent","0900540290",2016,2018,"Percent","Housing Units Built Before 1950",31.6
"Killingly","0901540500",2013,2016,"Number","Total Housing Units",7512
"Killingly","0901540500",2013,2016,"Number","Housing Units Built Before 1950",2259
"Killingly","0901540500",2013,2016,"Percent","Housing Units Built Before 1950",30.1
"Killingly","0901540500",2015,2017,"Number","Total Housing Units",7811
"Killingly","0901540500",2015,2017,"Number","Housing Units Built Before 1950",2306
"Killingly","0901540500",2015,2017,"Percent","Housing Units Built Before 1950",29.5
"Killingly","0901540500",2016,2018,"Number","Total Housing Units",7824
"Killingly","0901540500",2016,2018,"Number","Housing Units Built Before 1950",2323
"Killingly","0901540500",2016,2018,"Percent","Housing Units Built Before 1950",29.7
"Killingworth","0900740710",2013,2016,"Number","Total Housing Units",2771
"Killingworth","0900740710",2013,2016,"Number","Housing Units Built Before 1950",423
"Killingworth","0900740710",2013,2016,"Percent","Housing Units Built Before 1950",15.3
"Killingworth","0900740710",2015,2017,"Number","Total Housing Units",2709
"Killingworth","0900740710",2015,2017,"Number","Housing Units Built Before 1950",456
"Killingworth","0900740710",2015,2017,"Percent","Housing Units Built Before 1950",16.8
"Killingworth","0900740710",2016,2018,"Number","Total Housing Units",2652
"Killingworth","0900740710",2016,2018,"Number","Housing Units Built Before 1950",514
"Killingworth","0900740710",2016,2018,"Percent","Housing Units Built Before 1950",19.4
"Lebanon","0901142390",2013,2016,"Number","Total Housing Units",3150
"Lebanon","0901142390",2013,2016,"Number","Housing Units Built Before 1950",543
"Lebanon","0901142390",2013,2016,"Percent","Housing Units Built Before 1950",17.2
"Lebanon","0901142390",2015,2017,"Number","Total Housing Units",3097
"Lebanon","0901142390",2015,2017,"Number","Housing Units Built Before 1950",563
"Lebanon","0901142390",2015,2017,"Percent","Housing Units Built Before 1950",18.2
"Lebanon","0901142390",2016,2018,"Number","Total Housing Units",3105
"Lebanon","0901142390",2016,2018,"Number","Housing Units Built Before 1950",521
"Lebanon","0901142390",2016,2018,"Percent","Housing Units Built Before 1950",16.8
"Ledyard","0901142600",2013,2016,"Number","Total Housing Units",6049
"Ledyard","0901142600",2013,2016,"Number","Housing Units Built Before 1950",434
"Ledyard","0901142600",2013,2016,"Percent","Housing Units Built Before 1950",7.2
"Ledyard","0901142600",2015,2017,"Number","Total Housing Units",6160
"Ledyard","0901142600",2015,2017,"Number","Housing Units Built Before 1950",341
"Ledyard","0901142600",2015,2017,"Percent","Housing Units Built Before 1950",5.5
"Ledyard","0901142600",2016,2018,"Number","Total Housing Units",6297
"Ledyard","0901142600",2016,2018,"Number","Housing Units Built Before 1950",351
"Ledyard","0901142600",2016,2018,"Percent","Housing Units Built Before 1950",5.6
"Lisbon","0901143230",2013,2016,"Number","Total Housing Units",1702
"Lisbon","0901143230",2013,2016,"Number","Housing Units Built Before 1950",176
"Lisbon","0901143230",2013,2016,"Percent","Housing Units Built Before 1950",10.3
"Lisbon","0901143230",2015,2017,"Number","Total Housing Units",1640
"Lisbon","0901143230",2015,2017,"Number","Housing Units Built Before 1950",203
"Lisbon","0901143230",2015,2017,"Percent","Housing Units Built Before 1950",12.4
"Lisbon","0901143230",2016,2018,"Number","Total Housing Units",1633
"Lisbon","0901143230",2016,2018,"Number","Housing Units Built Before 1950",237
"Lisbon","0901143230",2016,2018,"Percent","Housing Units Built Before 1950",14.5
"Litchfield","0900543370",2013,2016,"Number","Total Housing Units",4043
"Litchfield","0900543370",2013,2016,"Number","Housing Units Built Before 1950",1553
"Litchfield","0900543370",2013,2016,"Percent","Housing Units Built Before 1950",38.4
"Litchfield","0900543370",2015,2017,"Number","Total Housing Units",4151
"Litchfield","0900543370",2015,2017,"Number","Housing Units Built Before 1950",1459
"Litchfield","0900543370",2015,2017,"Percent","Housing Units Built Before 1950",35.1
"Litchfield","0900543370",2016,2018,"Number","Total Housing Units",4137
"Litchfield","0900543370",2016,2018,"Number","Housing Units Built Before 1950",1456
"Litchfield","0900543370",2016,2018,"Percent","Housing Units Built Before 1950",35.2
"Litchfield County","09005",2013,2016,"Number","Total Housing Units",87338
"Litchfield County","09005",2013,2016,"Number","Housing Units Built Before 1950",27469
"Litchfield County","09005",2013,2016,"Percent","Housing Units Built Before 1950",31.5
"Litchfield County","09005",2015,2017,"Number","Total Housing Units",87447
"Litchfield County","09005",2015,2017,"Number","Housing Units Built Before 1950",27324
"Litchfield County","09005",2015,2017,"Percent","Housing Units Built Before 1950",31.2
"Litchfield County","09005",2016,2018,"Number","Total Housing Units",87450
"Litchfield County","09005",2016,2018,"Number","Housing Units Built Before 1950",27482
"Litchfield County","09005",2016,2018,"Percent","Housing Units Built Before 1950",31.4
"Lyme","0901144210",2013,2016,"Number","Total Housing Units",1201
"Lyme","0901144210",2013,2016,"Number","Housing Units Built Before 1950",468
"Lyme","0901144210",2013,2016,"Percent","Housing Units Built Before 1950",39
"Lyme","0901144210",2015,2017,"Number","Total Housing Units",1203
"Lyme","0901144210",2015,2017,"Number","Housing Units Built Before 1950",407
"Lyme","0901144210",2015,2017,"Percent","Housing Units Built Before 1950",33.8
"Lyme","0901144210",2016,2018,"Number","Total Housing Units",1195
"Lyme","0901144210",2016,2018,"Number","Housing Units Built Before 1950",442
"Lyme","0901144210",2016,2018,"Percent","Housing Units Built Before 1950",37
"Madison","0900944560",2013,2016,"Number","Total Housing Units",7771
"Madison","0900944560",2013,2016,"Number","Housing Units Built Before 1950",1437
"Madison","0900944560",2013,2016,"Percent","Housing Units Built Before 1950",18.5
"Madison","0900944560",2015,2017,"Number","Total Housing Units",7968
"Madison","0900944560",2015,2017,"Number","Housing Units Built Before 1950",1248
"Madison","0900944560",2015,2017,"Percent","Housing Units Built Before 1950",15.7
"Madison","0900944560",2016,2018,"Number","Total Housing Units",7973
"Madison","0900944560",2016,2018,"Number","Housing Units Built Before 1950",1321
"Madison","0900944560",2016,2018,"Percent","Housing Units Built Before 1950",16.6
"Manchester","0900344700",2013,2016,"Number","Total Housing Units",25163
"Manchester","0900344700",2013,2016,"Number","Housing Units Built Before 1950",8669
"Manchester","0900344700",2013,2016,"Percent","Housing Units Built Before 1950",34.5
"Manchester","0900344700",2015,2017,"Number","Total Housing Units",25456
"Manchester","0900344700",2015,2017,"Number","Housing Units Built Before 1950",8366
"Manchester","0900344700",2015,2017,"Percent","Housing Units Built Before 1950",32.9
"Manchester","0900344700",2016,2018,"Number","Total Housing Units",25072
"Manchester","0900344700",2016,2018,"Number","Housing Units Built Before 1950",8218
"Manchester","0900344700",2016,2018,"Percent","Housing Units Built Before 1950",32.8
"Mansfield","0901344910",2013,2016,"Number","Total Housing Units",6160
"Mansfield","0901344910",2013,2016,"Number","Housing Units Built Before 1950",1024
"Mansfield","0901344910",2013,2016,"Percent","Housing Units Built Before 1950",16.6
"Mansfield","0901344910",2015,2017,"Number","Total Housing Units",6119
"Mansfield","0901344910",2015,2017,"Number","Housing Units Built Before 1950",995
"Mansfield","0901344910",2015,2017,"Percent","Housing Units Built Before 1950",16.3
"Mansfield","0901344910",2016,2018,"Number","Total Housing Units",6078
"Mansfield","0901344910",2016,2018,"Number","Housing Units Built Before 1950",957
"Mansfield","0901344910",2016,2018,"Percent","Housing Units Built Before 1950",15.7
"Marlborough","0900345820",2013,2016,"Number","Total Housing Units",2277
"Marlborough","0900345820",2013,2016,"Number","Housing Units Built Before 1950",189
"Marlborough","0900345820",2013,2016,"Percent","Housing Units Built Before 1950",8.3
"Marlborough","0900345820",2015,2017,"Number","Total Housing Units",2289
"Marlborough","0900345820",2015,2017,"Number","Housing Units Built Before 1950",95
"Marlborough","0900345820",2015,2017,"Percent","Housing Units Built Before 1950",4.2
"Marlborough","0900345820",2016,2018,"Number","Total Housing Units",2296
"Marlborough","0900345820",2016,2018,"Number","Housing Units Built Before 1950",21
"Marlborough","0900345820",2016,2018,"Percent","Housing Units Built Before 1950",0.9
"Meriden","0900946520",2013,2016,"Number","Total Housing Units",27124
"Meriden","0900946520",2013,2016,"Number","Housing Units Built Before 1950",10461
"Meriden","0900946520",2013,2016,"Percent","Housing Units Built Before 1950",38.6
"Meriden","0900946520",2015,2017,"Number","Total Housing Units",28704
"Meriden","0900946520",2015,2017,"Number","Housing Units Built Before 1950",11550
"Meriden","0900946520",2015,2017,"Percent","Housing Units Built Before 1950",40.2
"Meriden","0900946520",2016,2018,"Number","Total Housing Units",29569
"Meriden","0900946520",2016,2018,"Number","Housing Units Built Before 1950",12017
"Meriden","0900946520",2016,2018,"Percent","Housing Units Built Before 1950",40.6
"Middlebury","0900946940",2013,2016,"Number","Total Housing Units",2901
"Middlebury","0900946940",2013,2016,"Number","Housing Units Built Before 1950",819
"Middlebury","0900946940",2013,2016,"Percent","Housing Units Built Before 1950",28.2
"Middlebury","0900946940",2015,2017,"Number","Total Housing Units",2870
"Middlebury","0900946940",2015,2017,"Number","Housing Units Built Before 1950",828
"Middlebury","0900946940",2015,2017,"Percent","Housing Units Built Before 1950",28.9
"Middlebury","0900946940",2016,2018,"Number","Total Housing Units",2898
"Middlebury","0900946940",2016,2018,"Number","Housing Units Built Before 1950",845
"Middlebury","0900946940",2016,2018,"Percent","Housing Units Built Before 1950",29.2
"Middlefield","0900747080",2013,2016,"Number","Total Housing Units",1777
"Middlefield","0900747080",2013,2016,"Number","Housing Units Built Before 1950",502
"Middlefield","0900747080",2013,2016,"Percent","Housing Units Built Before 1950",28.2
"Middlefield","0900747080",2015,2017,"Number","Total Housing Units",1822
"Middlefield","0900747080",2015,2017,"Number","Housing Units Built Before 1950",330
"Middlefield","0900747080",2015,2017,"Percent","Housing Units Built Before 1950",18.1
"Middlefield","0900747080",2016,2018,"Number","Total Housing Units",1850
"Middlefield","0900747080",2016,2018,"Number","Housing Units Built Before 1950",365
